,INSTNM,CITY,STABBR,WOMENONLY,HBCU,ADM_RATE,SAT_AVG,ACTCMMID,FEMALE,FIRST_GEN,FAMINC,AVGFACSAL,PFTFAC,PCTPELL,DEBT_MDN_SUPP,C150_4_POOLED,D150_4_WHITE,D150_4_BLACK,D150_4_HISP,D150_4_ASIAN,D150_4_AIAN,D150_4_NHPI,D150_4_2MOR,D150_4_NRA,D150_4_UNKN,RET_FT4_POOLED,TRANS_4_POOLED_SUPP,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COMPL_RPY_3YR_RT,FIRSTGEN_RPY_3YR_RT,NET_PRICE
1,Alabama A & M University,Normal,AL,0,1,-0.052421567,-1.563790198,-1.515613002,-0.347541854,0.351963965,-1.041377303,-0.055730831,0.238381836,1.715862546,-0.35259716,-0.802578616,-0.416136887,1.896814703,-0.323815143,-0.279060938,-0.101775684,-0.130669156,-0.295024831,-0.342718666,-0.062178647,-0.719837445,0.679624773,-2.032732187,3.914700056,-0.677662247,-0.629917705,-0.192108595,-0.077076654,-1.086111805,-0.48307068,-0.328855472,-1.820805385,-1.751450116,-0.069265661
2,University of Alabama at Birmingham,Birmingham,AL,0,0,-0.297740875,0.63017174,0.48537986,0.375118223,0.069387188,-0.272156436,1.245282935,0.947262369,-0.314767225,-0.420555812,0.251152912,0.393305867,0.538438702,-0.193995103,0.195170843,0.212668025,-0.059110483,0.256602992,-0.067992301,-0.024129166,0.537060711,0.962408132,0.115709871,0.537213849,-0.524915984,0.28103218,-0.18807497,-0.121239286,0.402608296,-0.314582559,-0.55365485,-0.453265438,-0.156017987,0.546690377
3,Amridge University,Montgomery,AL,0,0,NA,NA,NA,0.112773761,1.5762124,-1.464163216,-1.598755897,1.275454414,1.827590573,-1.035678694,-0.788216078,-0.434857479,-0.209925854,-0.331451615,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-1.484617347,NA,-1.344203771,0.976413554,-0.596865961,-0.658335552,-0.280848356,-0.025553584,-1.086111805,-0.570854407,4.622940775,-1.52254097,-1.825847332,-1.724324044
4,University of Alabama in Huntsville,Huntsville,AL,0,0,0.73160903,1.176815455,1.057092107,-0.9058674,-0.304151608,-0.066170525,0.958199061,-0.091238684,-0.49157954,-0.27493013,-0.097378007,0.063466859,0.00598885,-0.23981394,-0.110583858,0.177729835,-0.059110483,0.195311012,-0.050821903,-0.057172136,0.401223249,1.586859332,0.567337832,-0.126139621,-0.465940593,-0.05682445,0.243522955,-0.143320602,-0.316875969,-0.122024705,-0.286627965,0.092858559,-0.131728074,1.174546648
5,Alabama State University,Montgomery,AL,0,1,-0.993555639,-1.608112661,-1.515613002,0.176389056,0.181444939,-1.027119012,0.319061836,-0.011958342,1.888335908,-0.221728214,-1.108979424,-0.432183109,2.255275036,-0.335269852,-0.291540722,-0.171652064,0.084006861,-0.295024831,-0.239696279,-0.050163021,-0.927983996,-0.694549497,-2.10080703,3.932409722,-0.64345652,-0.607814935,-0.248579352,-0.121239286,-0.649828794,-0.274938295,-0.536267053,-2.182801276,-2.01978897,-1.505623733
6,The University of Alabama,Tuscaloosa,AL,0,0,-0.636727555,0.881332365,1.057092107,0.138296351,-1.012061303,1.266680577,1.037786669,0.270879634,-1.126151343,0.210488811,0.794056843,3.325307207,0.94092048,0.18019207,0.1514916,0.981308202,-0.130669156,-0.295024831,0.515801224,-0.065182554,0.919270263,0.871005302,0.871924132,-0.195966302,-0.476556163,-0.479934622,-0.139671464,-0.110198628,-0.048982892,-0.223967098,-0.623206039,0.076595549,0.015166827,1.63008755
7,Athens State University,Athens,AL,0,0,NA,NA,NA,0.775978598,1.024281964,-0.722646283,0.311346711,-0.706554128,0.080077452,-0.614723388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875814123,-0.148909191,-0.600404484,-0.560451856,0.332262716,-0.117559067,-0.362800497,-0.492981746,-0.231980602,-0.779540283,-0.300327109,NA
8,Auburn University at Montgomery,Montgomery,AL,0,0,0.608205984,-0.529599386,-0.658044633,0.753090915,0.368710738,-0.730998925,0.176128988,1.110822713,0.156009121,-1.197226117,-1.371335115,-0.046182324,0.305753924,-0.297087487,-0.235381695,-0.101775684,-0.130669156,-0.295024831,-0.205355483,-0.046157813,-0.503937674,2.694179058,-0.081901674,1.027518589,-0.6705852,-0.277852152,-0.075133457,-0.080756873,0.123234087,-0.123440572,-0.506459401,-0.247091389,-0.934055439,0.107095786
9,Auburn University,Auburn,AL,0,0,0.556168555,1.154654223,1.057092107,-0.562154852,-1.422766605,1.228324853,1.049156328,0.823342195,-1.331166849,0.210488811,1.057370038,2.560437292,0.349775369,0.027462612,0.226370302,0.806617253,-0.130669156,-0.295024831,-0.050821903,-0.010110936,1.151917396,0.65746881,1.110380583,-0.408988279,-0.521377461,-0.263643228,-0.026729951,-0.139640383,-0.867970299,-0.385375887,-0.55365485,0.608770901,0.696952901,2.01279903
10,Birmingham Southern College,Birmingham,AL,0,0,-0.662994067,0.777913284,0.771235983,-0.620651675,-1.499374643,1.211485242,-0.030961218,-0.094452751,-1.135371617,0.598823964,0.617876379,-0.133545089,-0.130268002,-0.289451014,-0.179222669,-0.031899305,-0.130669156,-0.295024831,-0.342718666,-0.057172136,0.807947517,-0.694549497,0.912769038,-0.173196733,-0.58919916,0.186306022,0.110413315,-0.143320602,-0.745504893,-0.570854407,-0.631899938,1.141045178,0.586072866,-0.026256548
11,South University-Montgomery,Montgomery,AL,0,0,NA,NA,NA,1.415515345,1.17172467,-1.142982647,-1.099709106,-1.536855004,1.538507862,-1.342851799,-2.004723035,-0.425942912,-0.121882965,-0.331451615,-0.297780614,-0.171652064,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-1.725027041,-0.694549497,-0.88790782,2.243413623,-0.583891375,-0.418362619,0.15881682,0.176858479,-1.086111805,-0.539705343,-0.389712762,-1.525814548,-1.895119162,-0.064630199
12,Faulkner University,Montgomery,AL,0,0,-0.452861973,-0.566534772,-0.658044633,0.144019809,0.855723203,-0.833873457,-0.479656665,-0.673699212,0.819326485,-0.5176396,-1.161642062,-0.28241837,-0.088342817,-0.31617867,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.222525881,-0.055169532,-0.943540156,2.806609505,-0.610551458,1.821417594,-0.569737281,-0.617287551,-0.034797202,-0.0476349,-0.347492321,-0.266443095,-0.458021966,-1.821396515,-1.534928486,0.295707746
13,Huntingdon College,Montgomery,AL,0,0,-0.433533785,-0.514825231,-0.658044633,-0.672366228,-0.128255096,-0.148596516,-0.504832337,-0.752979554,0.065975857,0.048941388,-0.312337323,-0.286875654,-0.117690447,-0.297087487,-0.297780614,-0.206590254,-0.059110483,-0.20308686,-0.325548268,-0.057172136,-0.272648691,-0.694549497,0.289592471,0.346455452,-0.508402875,-0.563609395,0.102346064,-0.110198628,0.100271823,-0.546784676,0.197746386,-0.561890347,-0.393558181,-0.277222902
14,Heritage Christian University,Florence,AL,0,0,0.176543121,-1.578564352,-2.087325248,NA,NA,-1.043951175,-1.508610748,1.275454414,0.933223988,NA,-1.585815681,-0.433074566,-0.212022113,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-1.703744906,NA,0.785955329,0.036789301,-0.610430301,-0.658335552,1.110752431,-0.143320602,-0.427860244,-0.327325358,-0.659223619,NA,NA,-1.412521414
15,Jacksonville State University,Jacksonville,AL,0,0,0.010518942,0.002270175,-0.086332386,-0.121337748,0.402538416,-0.4407464,-0.14587598,0.18695675,0.120755132,0.040398014,-0.920351426,0.141023599,0.825626221,-0.277996305,-0.260341263,-0.031899305,-0.130669156,-0.295024831,0.120882075,-0.042152604,0.032234737,-0.694549497,0.550610871,0.371754975,-0.638738489,-0.565188164,0.021673555,-0.121239286,-1.086111805,-0.2027291,-0.31022569,-0.743807936,-0.946004953,0.812303568
16,Judson College,Marion,AL,1,0,-0.174337829,-0.226729219,-0.372188509,NA,0.884049302,-1.249793723,-0.653450015,-0.228372248,0.840478878,-0.721515555,-0.357339942,-0.386718813,-0.197348298,-0.323815143,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-0.596635335,0.777883215,0.869979136,0.038307273,-0.664687661,-0.57308201,-0.06303258,-0.04395468,-0.573287914,-0.304671493,-0.526331169,-0.397347365,-0.22077116,-1.150724866
17,University of West Alabama,Livingston,AL,0,0,0.348514433,-0.972824019,-0.943900756,-0.448791495,0.48222589,-0.698917816,-0.493868738,-0.391218355,0.682107112,-0.711807176,-0.900243873,-0.313619358,0.056299072,-0.323815143,-0.297780614,-0.101775684,-0.130669156,-0.26437884,-0.342718666,-0.065182554,-0.471735122,1.207622707,-0.410216919,1.277477868,-0.579173344,-0.617287551,-0.216310348,-0.084437093,-0.38576276,0.32538913,-0.178575225,-0.931912507,-1.17421812,-0.236344926
18,Miles College,Fairfield,AL,0,1,NA,NA,NA,-0.912071847,0.590280382,-1.286788842,-1.143969562,0.538718626,2.410637315,-0.789765458,-1.41873149,-0.434857479,0.590845183,-0.327633379,-0.297780614,-0.206590254,-0.059110483,-0.20308686,-0.342718666,-0.065182554,-1.321737469,-0.694549497,-2.102363027,4.146443679,-0.66763643,-0.650441706,-0.280848356,-0.143320602,-0.799083508,-0.570854407,-0.645561779,-2.690813849,-2.283634797,-0.808972069
19,University of Mobile,Mobile,AL,0,0,-0.293776118,-0.271051683,-0.372188509,0.722080146,-0.260613782,-0.260135115,-0.863382635,1.275454414,0.45160026,0.647365858,-0.33771114,-0.283309827,-0.144941817,-0.319996906,-0.297780614,-0.066837495,-0.130669156,-0.14179488,-0.239696279,-0.060176043,0.226316878,-0.521232501,0.230853606,0.413246191,-0.609250793,-0.547821702,0.392767098,-0.091797531,0.004595724,0.118672611,-0.22701266,-0.68215099,-0.921985458,-0.282036321
20,University of Montevallo,Montevallo,AL,0,0,0.177038715,0.053979716,-0.086332386,0.619206297,-0.026170644,-0.220842605,0.138771539,0.059108271,-0.014837134,-0.177846341,-0.251535913,-0.151374224,-0.172193187,-0.300905724,-0.110583858,-0.101775684,-0.130669156,-0.295024831,-0.325548268,-0.039148698,0.347825511,1.371884835,0.621797707,0.006429875,-0.492479519,-0.535191547,-0.075133457,-0.143320602,-0.140831947,-0.371217221,-0.095362195,-0.316009165,-0.271065151,0.751850386
21,University of North Alabama,Florence,AL,0,0,-0.418170353,-0.256277528,-0.372188509,-0.017955323,0.323101225,-0.274476767,0.096947438,1.249384752,-0.035447158,-0.711807176,-0.549797949,0.253347153,0.188363405,-0.274178069,-0.297780614,0.037977075,-0.130669156,0.195311012,0.103711677,-0.032139583,0.095466351,1.715172244,0.597679762,-0.032025399,-0.546147125,-0.592027242,0.138648693,-0.09915797,-0.106388551,-0.014418846,-0.171123312,0.050614261,-0.188656831,-0.54456095
22,Oakwood University,Huntsville,AL,0,1,-0.939040238,-1.02453356,-0.943900756,-0.238193228,-1.515866783,-0.252883518,-1.102551521,0.210526581,0.665293671,1.86091321,-0.335796135,-0.43753185,0.54263122,-0.31617867,-0.291540722,-0.206590254,-0.130669156,-0.295024831,0.086541279,-0.062178647,0.233749231,-0.694549497,-2.146708925,3.51952152,-0.530223769,-0.620445089,-0.0186627,-0.143320602,-1.086111805,0.418836323,-0.136347717,-1.633072098,-1.62850247,0.375262876
23,Samford University,Birmingham,AL,0,0,1.331278449,0.740977898,0.771235983,0.491525504,-1.884059899,1.660821885,0.586654867,1.255455769,-1.471098067,-0.080762553,0.972152313,0.159744191,-0.147038076,-0.300905724,-0.272821047,-0.066837495,-0.130669156,-0.20308686,-0.291207472,-0.059174741,1.038946571,-0.694549497,1.002627831,-0.399374461,-0.404606186,-0.487828468,-0.151772341,-0.143320602,-0.454649552,-0.165916569,-0.592156401,0.883419632,0.534230399,0.709528132
24,Selma University,Selma,AL,0,1,NA,NA,NA,-0.457854034,2.637604817,-1.627172383,-1.800973393,0.671923885,2.865684959,-2.022438317,-1.278936122,-0.43753185,-0.203637076,-0.335269852,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-2.157940692,-0.448705462,-1.965435342,4.019440078,-0.711867973,-0.658335552,-0.280848356,-0.143320602,-1.086111805,-0.570854407,-0.579736546,NA,-2.362980839,-1.288709564
25,University of South Alabama,Mobile,AL,0,0,0.580948283,-0.123310138,-0.086332386,0.152375376,-0.026442406,-0.290750163,0.010050764,-0.053026987,-0.044667432,-0.420555812,-0.608684355,0.584077617,0.592941443,-0.182540394,0.089092681,0.387358974,-0.059110483,-0.11114889,0.120882075,0.004908596,-0.034815824,1.573326212,0.128546842,0.482060891,-0.547326633,-0.1468143,-0.010595449,-0.095477751,-0.01836654,0.146989942,-0.40710056,-0.550669317,-0.660507757,0.351764567
26,Spring Hill College,Mobile,AL,0,0,-1.244822082,0.430720654,0.48537986,0.355652584,-0.538969322,0.740174323,-0.355808601,0.049466067,-0.317479071,0.79299154,0.273654221,-0.216450569,-0.090439076,-0.232177468,-0.266581155,-0.066837495,-0.130669156,-0.295024831,-0.342718666,-0.052165626,0.251340775,-0.694549497,0.500429986,-0.083636424,-0.480094687,-0.48309216,0.049908933,-0.088117312,0.988146022,-0.181491101,-0.142557645,0.584216743,-0.030210008,-1.618027693
27,Southeastern Bible College,Birmingham,AL,0,0,1.663326805,-0.123310138,-0.372188509,-1.067670884,NA,-0.906023473,-1.10823635,0.950833555,0.793835139,0.501740176,-1.309097451,-0.422377084,-0.186867002,-0.327633379,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.342718666,-0.064181251,-0.435854096,-0.694549497,0.102094902,1.060913958,-0.555583187,-0.658335552,0.251590206,-0.143320602,-1.086111805,-0.477407214,-0.495281531,-1.588235976,-1.470936079,-1.040684744
28,Stillman College,Tuscaloosa,AL,0,1,-0.488049187,-1.704144665,-1.515613002,-1.126758047,0.595127939,-1.17010855,-0.968145916,1.275454414,1.48210148,-0.420555812,-1.358887582,-0.428617282,0.54472748,-0.327633379,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.30837787,-0.065182554,-0.665161346,-0.68620677,-1.938983402,3.867136955,-0.635199965,-0.658335552,-0.280848356,-0.143320602,-1.086111805,-0.335820557,-0.659223619,-2.283504227,-1.892966274,-0.637828259
29,Talladega College,Talladega,AL,0,1,NA,NA,NA,-1.126813657,0.83324641,-1.318823884,-0.799225277,-0.098023938,2.220808143,0.054960583,-0.446866428,-0.432183109,0.242866146,-0.297087487,-0.291540722,-0.206590254,-0.130669156,-0.17244087,-0.342718666,-0.063179949,-1.338106496,-0.694549497,-2.054905136,3.738615382,-0.435863144,-0.623602628,-0.280848356,-0.143320602,-1.086111805,-0.570854407,-0.213350819,-2.44047567,-2.339471707,-1.080930281
30,Troy University,Troy,AL,0,0,1.260408427,-0.115923061,-0.086332386,0.536401643,0.485359075,-0.650653917,-0.332257165,-0.905112101,0.126721192,-0.27493013,-0.76619352,0.443227446,1.418867591,-0.224540995,-0.210422128,1.260813722,-0.059110483,0.164665022,1.391491512,-0.036144791,0.294791853,1.658148911,-0.085791665,0.816014584,-0.501325828,-0.52887647,0.013606304,-0.106518409,-0.060464024,-0.05831071,-0.148767573,-0.793775245,-1.351005004,-0.517666425
31,Tuskegee University,Tuskegee,AL,0,1,-0.667950012,-0.788147089,-0.658044633,0.353511958,-0.9213857,-0.302580844,-0.433771972,1.234385769,0.425024176,1.666745634,-0.16679694,-0.435748936,0.984941924,-0.327633379,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.291207472,0.044960682,-0.120639005,0.433718812,-2.147875922,3.798322254,-0.700072895,-0.544664163,-0.280848356,-0.143320602,-1.086111805,-0.519883211,0.385286199,-0.693773195,-0.402632224,1.298236099
32,United States Sports Academy,Daphne,AL,0,0,NA,NA,NA,-3.181302807,1.326072234,-0.879435597,-0.715171017,-1.402935508,-0.353275429,-1.199070709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44444884,0.127361591,0.025324414,-0.5067737,-0.280848356,-0.143320602,-0.351319365,-0.570854407,2.207278949,-1.140781082,-0.570817337,NA
33,University of Alaska Anchorage,Anchorage,AK,0,0,0.206278794,NA,NA,0.042821634,0.442922904,-0.486235902,0.678830312,-0.571563276,-0.918423992,-1.254311385,-1.209517189,0.313966214,-0.126075484,0.019826139,0.31996868,6.606356776,1.085828275,2.432468292,0.069370881,0.079004955,-0.088931828,-0.017068216,0.035187056,-0.566351307,-0.230628783,0.670988196,2.272436566,0.184218918,2.94759253,-0.320246025,-0.197205008,0.630729676,-0.184155451,-1.11815216
34,University of Alaska Fairbanks,Fairbanks,AK,0,0,0.330177435,-0.027278134,-0.372188509,0.010356929,0.548143652,-0.399008949,0.857090313,0.105533696,-0.979169327,-1.342851799,-0.941416482,0.010870909,-0.170096928,-0.201631576,-0.222901912,4.859447281,0.155565534,1.451796608,-0.119503494,-0.027133072,0.247782452,0.733208681,-0.528083648,-0.643261854,-0.368631198,-0.443622928,5.204882282,0.00756839,0.59013345,-0.409445619,2.9574382,0.296401425,-0.24394864,-0.900615909
35,University of Alaska Southeast,Juneau,AK,0,0,-0.86866581,NA,NA,0.815037122,0.483549917,-0.598238776,0.32758908,-0.433358356,-1.268794407,-1.342851799,-1.415380231,-0.36264948,-0.209925854,-0.300905724,-0.260341263,0.911431823,-0.059110483,0.471124923,-0.325548268,-0.033140885,-0.34369304,1.220298238,-0.321914122,-0.693354908,-0.312014823,-0.175232147,4.071433525,0.313026594,1.562202616,-0.519883211,2.120339963,0.304025039,0.029912951,-0.280375787
36,Alaska Pacific University,Anchorage,AK,0,0,-1.364260372,-0.566534772,-0.372188509,0.517739623,0.36850441,0.376630005,-0.688777167,-0.255156147,-0.718289808,-0.007949712,0.393820788,-0.422377084,-0.212022113,-0.331451615,-0.297780614,-0.101775684,-0.130669156,-0.295024831,-0.342718666,-0.065182554,-0.21058269,0.998545709,-0.020828815,-0.549147632,-0.572686051,-0.285745998,7.661360192,0.000207952,2.679699452,-0.570854407,0.123227255,0.093613317,0.399878091,-0.473369753
37,Arizona State University-Tempe,Tempe,AZ,0,0,0.8163557,0.711429589,0.771235983,-0.370362151,0.276884321,-0.035375205,1.537645579,0.959404403,-0.513816671,-0.372013918,0.703094104,3.368988589,0.517476109,4.143521514,2.790965858,3.112537786,-0.130669156,-0.295024831,2.696441744,0.124063551,0.89024791,-0.694549497,-0.130526563,-0.555219517,0.40335667,0.435751571,0.219321202,-0.058675558,0.463840999,1.07579841,-0.547444923,-0.064353723,-0.020516704,-0.56859942
38,University of Arizona,Tucson,AZ,0,0,0.495210424,NA,NA,-0.298247177,-0.289866481,0.459756203,1.3581674,0.358730823,-0.494291385,-0.663265282,0.51590236,3.343136343,0.182074628,4.639892254,2.26057505,1.71501019,0.584917568,9.174586125,3.348916861,-0.014116144,0.558996213,-0.694549497,-0.13169356,-0.556231498,0.777260649,0.23524787,0.187052199,-0.04395468,0.57099823,0.339547796,-0.556138821,0.66600112,0.469505959,0.56477873
39,Southwest University of Visual Arts-Tucson,Tucson,AZ,0,0,NA,NA,NA,-0.04049392,-0.339684182,-0.774642852,-0.602692611,-0.4590709,-0.009413443,2.831751092,2.040246379,-0.425051455,-0.201540817,-0.319996906,-0.297780614,-0.171652064,-0.059110483,-0.26437884,-0.342718666,-0.065182554,0.568799985,-0.347323099,-0.472456776,-0.439347706,1.404169055,-0.658335552,0.949407412,-0.143320602,0.081136603,-0.246620963,0.09962953,-2.196520051,-1.820444551,1.918632412
40,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,0,0,0.62951655,NA,NA,-3.323615476,0.003515793,-0.085968754,0.552139833,0.324447432,-0.788797786,-0.719573879,0.420630859,-0.267263605,-0.195252039,-0.216904522,-0.204182236,-0.101775684,-0.130669156,-0.295024831,-0.239696279,-0.001099216,0.447769081,-0.694549497,0.133992829,-0.642249873,-0.47006887,0.140521712,-0.095301584,0.092213435,2.580196309,0.79120923,0.502032837,0.738309437,0.537576049,1.598540004
41,Grand Canyon University,Phoenix,AZ,0,0,-1.151650305,NA,NA,1.302597735,1.129037191,-0.534747719,-0.474783954,1.213315768,0.372956746,-0.796852575,-0.890668848,-0.386718813,-0.195252039,-0.232177468,-0.297780614,-0.136713874,-0.130669156,-0.20308686,-0.291207472,0.05797761,-0.48316453,-0.694549497,-0.28379221,0.152661113,0.402766916,-0.064718296,0.090245187,0.070132119,0.172985658,-0.570854407,0.133163139,-0.388464365,-1.314175794,0.897251499
42,Northern Arizona University,Flagstaff,AZ,0,0,0.526432881,NA,NA,0.259899727,0.341389062,-0.019578473,0.338958738,0.070536068,-0.222564485,-0.76034907,0.094601249,1.693049848,0.052106554,1.566211905,0.226370302,3.392043305,0.584917568,3.137326066,0.498630826,-0.060176043,0.095135313,-0.694549497,0.148774795,-0.577483096,0.572026288,-0.37099954,0.820331397,-0.040274461,0.953702626,0.066285548,-0.571042648,-0.131848669,-0.144944266,0.252040618
43,Ottawa University-Phoenix,Phoenix,AZ,0,0,NA,NA,NA,0.360491407,0.75891477,-0.431560553,-0.665631791,0.878695587,0.852953367,-0.681031615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.126636571,-0.199002245,-0.711867973,-0.557294317,0.622683749,-0.025553584,0.624576845,-0.570854407,2.951228272,-0.473036783,-0.495689273,NA
44,Prescott College,Prescott,AZ,0,0,0.197853687,-0.167632601,-0.086332386,0.934505596,-0.640609508,-0.501240529,-1.12407266,0.795844059,0.169025979,-0.277260141,-0.808323631,-0.3849359,-0.212022113,-0.331451615,-0.291540722,-0.136713874,-0.059110483,-0.20308686,-0.325548268,-0.064181251,-0.088237706,-0.477454873,0.421852167,-0.620998275,-0.355066858,-0.380472156,1.143021435,-0.143320602,0.647539109,-0.500061079,1.155317218,-0.550772578,-0.554784688,0.056373823
45,Arizona Christian University,Phoenix,AZ,0,0,-0.753687872,-0.477889845,-0.658044633,-2.306780189,-0.066298371,-0.02206514,-0.811813114,-1.713628739,-0.692256093,-1.342851799,-0.054769144,-0.372455505,-0.207829595,-0.319996906,-0.297780614,-0.206590254,-0.130669156,-0.295024831,-0.30837787,-0.065182554,-0.757530412,-0.694549497,0.015737101,-0.120067736,0.313714076,-0.462568159,0.033774431,0.143736505,1.290482495,-0.197065633,-0.351211212,0.479574183,-0.074918586,0.777049713
46,Western International University,Tempe,AZ,0,0,NA,NA,NA,0.553811323,1.660561991,-0.666791181,0.266680196,-2.150741974,-0.418902086,0.50416727,-2.248886179,-0.334122863,-0.088342817,-0.232177468,-0.297780614,-0.171652064,-0.130669156,-0.14179488,-0.325548268,-0.04015,-3.151828436,-0.694549497,-0.202880396,-0.034555351,0.152711258,-0.468883237,0.646885502,0.099573873,-0.917721871,-0.555279875,1.337889089,-1.044059901,-0.896747598,-0.873284705
47,University of Arkansas at Little Rock,Little Rock,AR,0,0,1.159307136,-0.529599386,-0.658044633,0.40875437,0.489816507,-0.794101967,0.144862427,1.2101017,-0.046294539,-0.857432859,-1.035251729,-0.110367212,0.257539961,-0.235995704,-0.191702452,-0.171652064,-0.130669156,0.808230815,-0.30837787,-0.064181251,-0.070157283,1.869240418,-0.158534498,0.607040531,-0.280757865,-0.296797383,-0.167906843,-0.143320602,2.316130276,-0.231046431,-0.602092286,-0.223416044,-0.263647233,-0.358917322
48,University of Arkansas for Medical Sciences,Little Rock,AR,0,0,NA,NA,NA,1.702704747,0.334137092,-0.548589265,0.946423343,0.798701008,-0.214971318,-0.76034907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774285356,-0.17016079,-0.401657417,-0.243119227,0.037808056,-0.143320602,-0.129350815,-0.515635611,-0.47913572,1.013303411,1.440595907,NA
49,Lyon College,Batesville,AR,0,0,-0.362663762,0.430720654,0.48537986,-1.456744871,-0.042588753,0.150674937,-0.35621466,0.446582013,0.095806155,-0.857432859,-0.396597546,-0.276178173,-0.191059521,-0.31617867,-0.272821047,-0.171652064,-0.130669156,-0.295024831,-0.256866677,-0.055169532,-0.28138466,-0.694549497,0.745110423,-0.441371667,-0.318502116,-0.377314617,0.49764136,-0.143320602,-1.086111805,-0.235294031,0.131921154,-0.053953315,0.073610182,-0.635822667
50,University of Arkansas,Fayetteville,AR,0,0,-0.316077874,0.68188128,0.771235983,-0.296652289,-0.714883709,0.943092199,0.818108627,0.822985077,-0.971033791,-0.372013918,0.602556339,1.709987527,0.079357924,0.100009104,0.163971384,1.470442861,0.012448189,1.114690716,0.481460429,-0.055169532,0.6489877,-0.694549497,0.838859208,-0.506138444,-0.263655002,-0.266800767,0.170917697,-0.113878847,0.172985658,-0.14467857,-0.607060228,0.441191153,0.54242116,0.195157507
51,University of Arkansas at Pine Bluff,Pine Bluff,AR,0,1,-1.004954314,-1.408661576,-1.515613002,-0.216797993,0.247966162,-1.111192755,-0.551935208,0.650853884,1.705557534,-0.76034907,-1.098446896,-0.425051455,1.739595258,-0.327633379,-0.297780614,-0.136713874,-0.130669156,-0.26437884,-0.222525881,-0.063179949,-0.429442123,0.453910336,-1.994221275,3.93089175,-0.634610211,-0.601499858,-0.200175846,-0.143320602,-1.055495453,-0.425020151,-0.639351851,-1.283643896,-1.482471626,-1.372579133
52,Arkansas State University-Main Campus,Jonesboro,AR,0,0,0.18843739,0.194334183,0.199523737,0.111643888,0.48038394,-0.538285058,-0.095118576,0.27730777,0.260143981,-0.76034907,-0.483251524,0.44233599,0.456684591,-0.255086886,-0.241621587,0.003038885,-0.130669156,0.532416903,0.962231567,0.135077875,0.177875638,1.513646091,0.725660468,-0.052771007,-0.56501925,-0.543085394,-0.131604213,-0.117559067,-0.324530057,0.220615004,-0.571042648,-0.275031017,-0.239968936,-0.374625629
53,Arkansas Tech University,Russellville,AR,0,0,1.123624328,NA,NA,-0.283738407,0.858016741,-0.624602949,-0.318045092,1.275454414,0.11587381,-1.148684223,-0.270685964,0.914808081,-0.056898928,-0.052720354,-0.154263101,0.946370013,0.012448189,-0.019210919,-0.136673892,-0.065182554,-0.209844302,0.939430367,0.780120343,-0.252131242,-0.369220952,-0.473619545,0.057976184,-0.121239286,-0.045155848,-0.020082313,-0.659223619,-0.1260738,-0.228516915,-0.81469623
54,University of Central Arkansas,Conway,AR,0,0,1.275771858,0.046592638,-0.086332386,0.18129507,-0.009952747,-0.353719285,-0.186075843,0.399085232,0.028552391,-1.003058541,-0.23908838,0.650936875,0.511187332,-0.174903921,-0.073144507,0.457235354,-0.130669156,-0.23373285,0.498630826,-0.02613177,-0.094150115,0.693950974,0.392288235,0.18403252,-0.43232462,-0.385208464,-0.075133457,-0.102838189,0.264834713,0.04504755,-0.552412865,0.022825208,0.224393811,-0.157803391
55,Central Baptist College,Conway,AR,0,0,-0.939040238,-0.692115085,-0.658044633,-1.171385228,0.226096888,-0.245233481,-0.775673842,-1.020461427,0.135941466,-0.857432859,-0.95194901,-0.343928888,-0.195252039,-0.323815143,-0.291540722,-0.206590254,-0.130669156,-0.295024831,-0.291207472,-0.065182554,-0.323915504,0.28522295,0.428465152,0.449677503,-0.537300816,-0.637811552,0.392767098,-0.095477751,-0.79142942,-0.005923647,-0.659223619,0.584574,-0.005418366,-0.792793631
56,Harding University,Searcy,AR,0,0,1.623679241,0.541526813,0.48537986,-0.230196822,-1.024238052,0.977919502,0.018578007,0.430511673,-0.814289132,0.598823964,0.639898937,0.264936091,-0.128171743,-0.224540995,-0.260341263,-0.136713874,-0.130669156,0.501770913,0.532971622,-0.057172136,0.714621131,-0.694549497,1.064089689,-0.526884052,-0.503684843,-0.552558009,0.02570718,-0.143320602,-0.397243892,0.253179935,-0.656739648,0.733531647,0.677916416,-0.599320901
